Iteration,TimeElapsed(seconds)
776,1701874505.025985956
777,1701874505.028418541
778,1701874505.030830383
779,1701874505.033185005
780,1701874505.035664558
781,1701874505.038075447
782,1701874505.040625572
783,1701874505.043061495
784,1701874505.045509815
785,1701874505.047890663
786,1701874505.050317049
787,1701874505.052746534
788,1701874505.055175066
789,1701874505.057597876
790,1701874505.059999943
791,1701874505.062403679
792,1701874505.064839602
793,1701874505.067219019
794,1701874505.069654942
795,1701874505.072046995
796,1701874505.074454784
797,1701874505.076949596
798,1701874505.079353094
799,1701874505.081753969
800,1701874505.084168434
801,1701874505.086578608
802,1701874505.088948965
803,1701874505.091398239
804,1701874505.0938375
805,1701874505.096258402
806,1701874505.098667383
807,1701874505.101025581
808,1701874505.103467464
809,1701874505.105881691
810,1701874505.108289719
811,1701874505.110747099
812,1701874505.113092184
813,1701874505.115537167
814,1701874505.118008375
815,1701874505.120429516
816,1701874505.122853518
817,1701874505.125212193
818,1701874505.127657175
819,1701874505.13009119
820,1701874505.132495403
821,1701874505.134905815
822,1701874505.13734436
823,1701874505.139756918
824,1701874505.142157316
825,1701874505.144541502
826,1701874505.146936178
827,1701874505.149342537
828,1701874505.15174818
829,1701874505.154160738
830,1701874505.156582594
831,1701874505.159005165
832,1701874505.16143465
833,1701874505.163865089
834,1701874505.166283369
835,1701874505.168694258
836,1701874505.171109915
837,1701874505.173536539
838,1701874505.175944805
839,1701874505.178404808
840,1701874505.180804014
841,1701874505.18320775
842,1701874505.185626268
843,1701874505.188079596
844,1701874505.190509081
845,1701874505.192921877
846,1701874505.195346117
847,1701874505.197756767
848,1701874505.200135231
849,1701874505.202550888
850,1701874505.204948902
851,1701874505.207357407
852,1701874505.209769249
853,1701874505.212176323
854,1701874505.21461153
855,1701874505.2169981
856,1701874505.219433784
857,1701874505.221884251
858,1701874505.224276066
859,1701874505.226696491
860,1701874505.229080915
861,1701874505.231539726
862,1701874505.233967781
863,1701874505.236370325
864,1701874505.238786459
865,1701874505.241146803
866,1701874505.24363327
867,1701874505.246060133
868,1701874505.24845314
869,1701874505.250858068
870,1701874505.253258944
871,1701874505.25569129
872,1701874505.258118391
873,1701874505.260530472
874,1701874505.262935877
875,1701874505.26536274
876,1701874505.267767906
877,1701874505.270193815
878,1701874505.272611856
879,1701874505.275016308
880,1701874505.277446747
881,1701874505.279835701
882,1701874505.282230377
883,1701874505.284680128
884,1701874505.287095547
885,1701874505.289509773
886,1701874505.291935921
887,1701874505.294347048
888,1701874505.296756029
889,1701874505.299171209
890,1701874505.301566124
891,1701874505.303970814
892,1701874505.306396246
893,1701874505.308781624
894,1701874505.311204433
895,1701874505.313662529
896,1701874505.316046476
897,1701874505.318455219
898,1701874505.320850849
899,1701874505.323249102
900,1701874505.325676918
901,1701874505.328109503
902,1701874505.33052206
903,1701874505.332925797
904,1701874505.335338831
905,1701874505.337748051
906,1701874505.340165377
907,1701874505.342580557
908,1701874505.344961882
909,1701874505.347439051
910,1701874505.349867344
911,1701874505.352267742
912,1701874505.354696274
913,1701874505.357064962
914,1701874505.359556675
915,1701874505.361967087
916,1701874505.364400387
917,1701874505.366803885
918,1701874505.369163036
919,1701874505.371634483
920,1701874505.374089956
921,1701874505.376508236
922,1701874505.378846407
923,1701874505.381327629
924,1701874505.383714914
925,1701874505.386235476
926,1701874505.38868618
927,1701874505.391123056
928,1701874505.393558264
929,1701874505.39597559
930,1701874505.398382187
931,1701874505.400802374
932,1701874505.403205633
933,1701874505.405653954
934,1701874505.408057928
935,1701874505.41048336
936,1701874505.412899256
937,1701874505.415313482
938,1701874505.417778254
939,1701874505.420192719
940,1701874505.422640085
941,1701874505.42508316
942,1701874505.42751956
943,1701874505.429947853
944,1701874505.432354212
945,1701874505.434800386
946,1701874505.437209606
947,1701874505.439669132
948,1701874505.44208169
949,1701874505.444482565
950,1701874505.44693923
951,1701874505.449343204
952,1701874505.451748848
953,1701874505.454234123
954,1701874505.456635237
955,1701874505.459048033
956,1701874505.461488485
957,1701874505.463905811
958,1701874505.466358185
959,1701874505.468646765
960,1701874505.47119379
961,1701874505.473615646
962,1701874505.476052999
963,1701874505.478478909
964,1701874505.480877399
965,1701874505.483285189
966,1701874505.485723495
967,1701874505.488150835
968,1701874505.490589619
969,1701874505.492962837
970,1701874505.495387077
971,1701874505.497831345
972,1701874505.500239134
973,1701874505.502652645
974,1701874505.505033493
975,1701874505.507462978
976,1701874505.509894371
977,1701874505.51229167
978,1701874505.51473093
979,1701874505.517118216
980,1701874505.519591331
981,1701874505.521999121
982,1701874505.524409056
983,1701874505.5268538
984,1701874505.529201984
985,1701874505.531723499
986,1701874505.534142733
987,1701874505.536548853
988,1701874505.53894639
989,1701874505.541360617
990,1701874505.543759584
991,1701874505.54610467
992,1701874505.548566103
993,1701874505.551025152
994,1701874505.553447485
995,1701874505.555896282
996,1701874505.55834651
997,1701874505.560744047
998,1701874505.563176155
999,1701874505.565568209
1000,1701874505.567977428
