Iteration,TS_Inotify
165,1706708398848801682
166,1706708398849011421
167,1706708398849210260
168,1706708398849386964
169,1706708398849506600
170,1706708398849684795
171,1706708398849860726
172,1706708398850031927
173,1706708398850153046
174,1706708398850336929
175,1706708398850510085
176,1706708398850669106
177,1706708398850791379
178,1706708398850991328
179,1706708398851171526
180,1706708398851349254
181,1706708398851480078
182,1706708398851668761
183,1706708398851840533
184,1706708398852006844
185,1706708398852128135
186,1706708398852312359
187,1706708398852487569
188,1706708398852870433
189,1706708398853096873
190,1706708398853279871
191,1706708398853456642
192,1706708398853622742
193,1706708398853797031
194,1706708398853981263
195,1706708398854162229
196,1706708398854293312
197,1706708398854446840
198,1706708398854620835
199,1706708398854800886
200,1706708398854933058
201,1706708398855085104
202,1706708398855258600
203,1706708398855436687
204,1706708398855562066
205,1706708398855725363
206,1706708398855899761
207,1706708398856068318
208,1706708398856188776
209,1706708398856373530
210,1706708398856548109
211,1706708398856696474
212,1706708398856823956
213,1706708398857009527
214,1706708398857187979
215,1706708398857353756
216,1706708398857471738
217,1706708398857654156
218,1706708398857828558
219,1706708398857989297
220,1706708398858111091
221,1706708398858293035
222,1706708398858465708
223,1706708398858633495
224,1706708398858753386
225,1706708398858934353
226,1706708398859108469
227,1706708398859273455
228,1706708398859393513
229,1706708398859575140
230,1706708398859747851
231,1706708398859913945
232,1706708398860032780
233,1706708398860212026
234,1706708398860385083
235,1706708398860554209
236,1706708398860671591
237,1706708398860854243
238,1706708398861065899
239,1706708398861279293
240,1706708398861414738
241,1706708398861614802
242,1706708398861793641
243,1706708398861956089
244,1706708398862078211
245,1706708398862281260
246,1706708398862460267
247,1706708398862587848
248,1706708398862742424
249,1706708398862929986
250,1706708398863056353
251,1706708398863184354
252,1706708398863329566
253,1706708398863501967
254,1706708398863609883
255,1706708398863745925
256,1706708398863867834
257,1706708398864013986
258,1706708398864138286
259,1706708398864264298
260,1706708398864389453
261,1706708398864507485
262,1706708398864630413
263,1706708398864757141
264,1706708398864884022
265,1706708398865014555
266,1706708398865143156
267,1706708398865269611
268,1706708398865394082
269,1706708398865514624
270,1706708398865641790
271,1706708398865767646
272,1706708398865891317
273,1706708398866011936
274,1706708398866138501
275,1706708398866264799
276,1706708398866382001
277,1706708398866508160
278,1706708398866633397
279,1706708398866751900
280,1706708398866871241
281,1706708398866996409
282,1706708398867122082
283,1706708398867239943
284,1706708398867364102
285,1706708398867488139
286,1706708398867606273
287,1706708398867726899
288,1706708398867853190
289,1706708398867977810
290,1706708398868095600
291,1706708398868219829
292,1706708398868346040
293,1706708398868470210
294,1706708398868586831
295,1706708398868710944
296,1706708398868833792
297,1706708398868957480
298,1706708398869084337
299,1706708398869211386
300,1706708398869335373
301,1706708398869453390
302,1706708398869573659
303,1706708398869699212
304,1706708398869822649
305,1706708398869940477
306,1706708398870061210
307,1706708398870186684
308,1706708398870312393
309,1706708398870430114
310,1706708398870551117
311,1706708398870675814
312,1706708398870799955
313,1706708398870918047
314,1706708398871038337
315,1706708398871165779
316,1706708398871291249
317,1706708398871408517
318,1706708398871533085
319,1706708398871655188
320,1706708398871798554
321,1706708398871937833
322,1706708398872087497
323,1706708398872209524
324,1706708398872350996
325,1706708398872499623
326,1706708398872620763
327,1706708398872760465
328,1706708398872891047
329,1706708398873022962
330,1706708398873164807
331,1706708398873314578
332,1706708398873457224
333,1706708398873613252
334,1706708398873746684
335,1706708398873906099
336,1706708398874017739
337,1706708398874143442
338,1706708398874267991
339,1706708398874387124
340,1706708398874506751
341,1706708398874632796
342,1706708398874757518
343,1706708398874876989
344,1706708398875002221
345,1706708398875125169
346,1706708398875242140
347,1706708398875364066
348,1706708398875491381
349,1706708398875598710
350,1706708398875706398
351,1706708398875828585
352,1706708398875941488
353,1706708398876055565
354,1706708398876167206
355,1706708398876277566
356,1706708398876389709
357,1706708398876500083
358,1706708398876610816
359,1706708398876721878
360,1706708398876831339
361,1706708398876951183
362,1706708398877066539
363,1706708398877179887
364,1706708398877290142
365,1706708398877399825
366,1706708398877510555
367,1706708398877619205
368,1706708398877739547
369,1706708398877867641
370,1706708398878004757
371,1706708398878130121
372,1706708398878246893
373,1706708398878372572
374,1706708398878488454
375,1706708398878599696
376,1706708398878769689
377,1706708398878904197
378,1706708398879026231
379,1706708398879243571
380,1706708398879564203
381,1706708398879677951
382,1706708398879805717
383,1706708398879945476
384,1706708398880453789
385,1706708398880568033
386,1706708398880684290
387,1706708398880798915
388,1706708398880923086
389,1706708398881064872
390,1706708398881207953
391,1706708398881392812
392,1706708398881552845
393,1706708398881918133
394,1706708398882128365
395,1706708398882269122
396,1706708398882393801
397,1706708398882522101
398,1706708398882664004
399,1706708398882828292
400,1706708398882989045
401,1706708398883160381
402,1706708398883330752
403,1706708398883500395
404,1706708398883667899
405,1706708398883833768
406,1706708398883998561
407,1706708398884167325
408,1706708398884334019
409,1706708398884501739
410,1706708398884667202
411,1706708398884837522
412,1706708398885029828
413,1706708398885196151
414,1706708398885360567
415,1706708398885525023
416,1706708398885686737
417,1706708398885849862
418,1706708398886012638
419,1706708398886175589
420,1706708398886337812
421,1706708398886507658
422,1706708398886674686
423,1706708398886845553
424,1706708398887011181
425,1706708398887180027
426,1706708398887345635
427,1706708398887516555
428,1706708398887687602
429,1706708398887853569
430,1706708398888016367
431,1706708398888180071
432,1706708398888342399
433,1706708398888505947
434,1706708398888674737
435,1706708398888847161
436,1706708398889025193
437,1706708398889191734
438,1706708398889358815
439,1706708398889523341
440,1706708398889690945
441,1706708398889861069
442,1706708398890027358
443,1706708398890199221
444,1706708398890365554
445,1706708398890533358
446,1706708398890704274
447,1706708398890870826
448,1706708398891034838
449,1706708398891204620
450,1706708398891370577
451,1706708398891539683
452,1706708398891706755
453,1706708398891873712
454,1706708398892045148
455,1706708398892210986
456,1706708398892379334
457,1706708398892544350
458,1706708398892713912
459,1706708398892880155
460,1706708398893057480
461,1706708398893222881
462,1706708398893388697
463,1706708398893554211
464,1706708398893714864
465,1706708398893879204
466,1706708398894043416
467,1706708398894207866
468,1706708398894371338
469,1706708398894536544
470,1706708398894700279
471,1706708398894862319
472,1706708398895027256
473,1706708398895188980
474,1706708398895377057
475,1706708398895531645
476,1706708398895721813
477,1706708398895869132
478,1706708398896039597
479,1706708398896209312
480,1706708398896381233
481,1706708398896556720
482,1706708398896727021
483,1706708398896918424
484,1706708398897126140
485,1706708398897269279
486,1706708398897422442
487,1706708398897582503
488,1706708398897748439
489,1706708398897918553
490,1706708398898121003
491,1706708398898275070
492,1706708398898441456
493,1706708398898631602
494,1706708398898800652
495,1706708398898972593
496,1706708398899124602
497,1706708398899287829
498,1706708398899456629
499,1706708398899626732
500,1706708398899795576
501,1706708398899964613
502,1706708398900132975
503,1706708398900301111
504,1706708398900469303
505,1706708398900638234
506,1706708398900806561
507,1706708398901006485
508,1706708398901213139
509,1706708398901362424
510,1706708398901543432
511,1706708398901705250
512,1706708398901854953
513,1706708398902011415
514,1706708398902147944
515,1706708398902302532
516,1706708398902420301
517,1706708398902554818
518,1706708398902695686
519,1706708398902813351
520,1706708398902942408
521,1706708398903068907
522,1706708398903185014
523,1706708398903310844
524,1706708398903433058
525,1706708398903552154
526,1706708398903674104
527,1706708398903826996
528,1706708398903983911
529,1706708398904180448
530,1706708398904323593
531,1706708398904475641
532,1706708398904617172
533,1706708398904768249
534,1706708398904916622
535,1706708398905077456
536,1706708398905208002
537,1706708398905359237
538,1706708398905488411
539,1706708398905582529
540,1706708398905688638
541,1706708398905857366
542,1706708398906028505
543,1706708398906199455
544,1706708398906373945
545,1706708398906561687
546,1706708398906748010
547,1706708398906911070
548,1706708398907083274
549,1706708398907252903
550,1706708398907423206
551,1706708398907592576
552,1706708398907759493
553,1706708398907925366
554,1706708398908101285
555,1706708398908267881
556,1706708398908438744
557,1706708398908603674
558,1706708398908775858
559,1706708398908959114
560,1706708398909145937
561,1706708398909329716
562,1706708398909516776
563,1706708398909701441
564,1706708398909884506
565,1706708398910063362
566,1706708398910231793
567,1706708398910397248
568,1706708398910561792
569,1706708398910723816
570,1706708398910885816
571,1706708398911052356
572,1706708398911247348
573,1706708398911387700
574,1706708398911532610
575,1706708398911707553
576,1706708398911863327
577,1706708398912072360
578,1706708398912211266
579,1706708398912349591
580,1706708398912526271
581,1706708398912616332
582,1706708398912805496
583,1706708398912942420
584,1706708398913150946
585,1706708398913303716
586,1706708398913544270
587,1706708398913689899
588,1706708398913841132
589,1706708398914017546
590,1706708398914172998
591,1706708398914333084
592,1706708398914467839
593,1706708398914626529
594,1706708398914768933
595,1706708398914927220
596,1706708398915031903
597,1706708398915181288
598,1706708398915330994
599,1706708398915477764
600,1706708398915623948
601,1706708398915770418
602,1706708398915916514
603,1706708398916062088
604,1706708398916208858
605,1706708398916353490
606,1706708398916499961
607,1706708398916644824
608,1706708398916790718
609,1706708398916944653
610,1706708398917090794
611,1706708398917237611
612,1706708398917383916
613,1706708398917529205
614,1706708398917674486
615,1706708398917819980
616,1706708398917965336
617,1706708398918109469
618,1706708398918264671
619,1706708398918407666
620,1706708398918583956
621,1706708398918714256
622,1706708398918895439
623,1706708398919036102
624,1706708398919152595
625,1706708398919323167
626,1706708398919508004
627,1706708398919646581
628,1706708398919799254
629,1706708398919951511
630,1706708398920100616
631,1706708398920283050
632,1706708398920416949
633,1706708398920568732
634,1706708398920704978
635,1706708398920859375
636,1706708398921015434
637,1706708398921172431
638,1706708398921311738
639,1706708398921483709
640,1706708398921633449
641,1706708398921773315
642,1706708398921922577
643,1706708398922057826
644,1706708398922208401
645,1706708398922343036
646,1706708398922499611
647,1706708398922631635
648,1706708398922783185
649,1706708398922926756
650,1706708398923076984
651,1706708398923216387
652,1706708398923368601
653,1706708398923502216
654,1706708398923655367
655,1706708398923792148
656,1706708398923939792
657,1706708398924078916
658,1706708398924230370
659,1706708398924368140
660,1706708398924508690
661,1706708398924660675
662,1706708398924803919
663,1706708398924963957
664,1706708398925090709
665,1706708398925251542
666,1706708398925414681
667,1706708398925584395
668,1706708398925819913
669,1706708398925928194
670,1706708398926107947
671,1706708398926234152
672,1706708398926419112
673,1706708398926559893
674,1706708398926729677
675,1706708398926882705
676,1706708398927081163
677,1706708398927224843
678,1706708398927388741
679,1706708398927543311
680,1706708398927667550
681,1706708398927782349
682,1706708398927899846
683,1706708398928013249
684,1706708398928125334
685,1706708398928236513
686,1706708398928348788
687,1706708398928458955
688,1706708398928571486
689,1706708398928696139
690,1706708398928864206
691,1706708398929016891
692,1706708398929231095
693,1706708398929371179
694,1706708398929486437
695,1706708398929630137
696,1706708398929793208
697,1706708398929900499
698,1706708398930000771
699,1706708398930100468
700,1706708398930270442
701,1706708398930386927
702,1706708398930505704
703,1706708398930619965
704,1706708398930747688
705,1706708398930873373
706,1706708398930991618
707,1706708398931099608
708,1706708398931228479
709,1706708398931345135
710,1706708398931468562
711,1706708398931592077
712,1706708398931713041
713,1706708398931834592
714,1706708398931956632
715,1706708398932078015
716,1706708398932199831
717,1706708398932319544
718,1706708398932441496
719,1706708398932560463
720,1706708398932681836
721,1706708398932865452
722,1706708398932995397
723,1706708398933113191
724,1706708398933226646
725,1706708398933339374
726,1706708398933460147
727,1706708398933575825
728,1706708398933689708
729,1706708398933806875
730,1706708398933922981
731,1706708398934059359
732,1706708398934187415
733,1706708398934329832
734,1706708398934468310
735,1706708398934605445
736,1706708398934751310
737,1706708398934901728
738,1706708398935036993
739,1706708398935152299
740,1706708398935261366
741,1706708398935370865
742,1706708398935479809
743,1706708398935591134
744,1706708398935699188
745,1706708398935810423
746,1706708398935918344
747,1706708398936028222
748,1706708398936138649
749,1706708398936290357
750,1706708398936461865
751,1706708398936609400
752,1706708398936760951
753,1706708398936921642
754,1706708398937071572
755,1706708398937222377
756,1706708398937396609
757,1706708398937555694
758,1706708398937721983
759,1706708398937889432
760,1706708398938056823
761,1706708398938196025
762,1706708398938302780
763,1706708398938403257
764,1706708398938508238
765,1706708398938630382
766,1706708398938755173
767,1706708398938880632
768,1706708398939004836
769,1706708398939099272
770,1706708398939183890
771,1706708398939275941
772,1706708398939374711
773,1706708398939476440
774,1706708398939577946
775,1706708398939678791
776,1706708398939780458
777,1706708398939880718
778,1706708398939980965
779,1706708398940081096
780,1706708398940182368
781,1706708398940281777
782,1706708398940380890
783,1706708398940480649
784,1706708398940580833
785,1706708398940680234
786,1706708398940779387
787,1706708398940879905
788,1706708398940987857
789,1706708398941089370
790,1706708398941190284
791,1706708398941290912
792,1706708398941391761
793,1706708398941491876
794,1706708398941593682
795,1706708398941695253
796,1706708398941795783
797,1706708398941896051
798,1706708398941996886
799,1706708398942096899
800,1706708398942197341
801,1706708398942296424
802,1706708398942396657
803,1706708398942494948
804,1706708398942594677
805,1706708398942693830
806,1706708398942795581
807,1706708398942893588
808,1706708398942992076
809,1706708398943091489
810,1706708398943191503
811,1706708398943290415
812,1706708398943389645
813,1706708398943490013
814,1706708398943589783
815,1706708398943688864
816,1706708398943787567
817,1706708398943886777
818,1706708398943985140
819,1706708398944082719
820,1706708398944183001
821,1706708398944311795
822,1706708398944412551
823,1706708398944507764
824,1706708398944603367
825,1706708398944696259
826,1706708398944790587
827,1706708398944887629
828,1706708398945015546
829,1706708398945119441
830,1706708398945220956
831,1706708398945329318
832,1706708398945475113
833,1706708398945572483
834,1706708398945782734
835,1706708398945938579
836,1706708398946062981
837,1706708398946232753
838,1706708398946384048
839,1706708398946475393
840,1706708398946590102
841,1706708398946682344
842,1706708398946801380
843,1706708398946922832
844,1706708398947031911
845,1706708398947215321
846,1706708398947334453
847,1706708398947516528
848,1706708398947690995
849,1706708398947851050
850,1706708398947977782
851,1706708398948157835
852,1706708398948333659
853,1706708398948500638
854,1706708398948619229
855,1706708398948799163
856,1706708398948982795
857,1706708398949163628
858,1706708398949315428
859,1706708398949540739
860,1706708398949733287
861,1706708398949920901
862,1706708398950059226
863,1706708398950248410
864,1706708398950422027
865,1706708398950576973
866,1706708398950708975
867,1706708398950904879
868,1706708398951097097
869,1706708398951285357
870,1706708398951425186
871,1706708398951621499
872,1706708398951811009
873,1706708398951981530
874,1706708398952170275
875,1706708398952348372
876,1706708398952524017
877,1706708398952697543
878,1706708398952819441
879,1706708398953061371
880,1706708398953255090
881,1706708398953383571
882,1706708398953557109
883,1706708398953728694
884,1706708398953898397
885,1706708398954066056
886,1706708398954235627
887,1706708398954405245
888,1706708398954576390
889,1706708398954749689
890,1706708398954922703
891,1706708398955092136
892,1706708398955256789
893,1706708398955447301
894,1706708398955594720
895,1706708398955758346
896,1706708398955910748
897,1706708398956043993
898,1706708398956194680
899,1706708398956359845
900,1706708398956497024
901,1706708398956657363
902,1706708398956798330
903,1706708398956990198
904,1706708398957158413
905,1706708398957400637
906,1706708398957589652
907,1706708398957751984
908,1706708398957958160
909,1706708398958097195
910,1706708398958258456
911,1706708398958402204
912,1706708398958565964
913,1706708398958684867
914,1706708398958856542
915,1706708398958996703
916,1706708398959155150
917,1706708398959292351
918,1706708398959446397
919,1706708398959588474
920,1706708398959739833
921,1706708398959884441
922,1706708398960031284
923,1706708398960174583
924,1706708398960323569
925,1706708398960465009
926,1706708398960613117
927,1706708398960756609
928,1706708398960911871
929,1706708398961070981
930,1706708398961243745
931,1706708398961399684
932,1706708398961570998
933,1706708398961730345
934,1706708398961881151
935,1706708398962037855
936,1706708398962161909
937,1706708398962354785
938,1706708398962514067
939,1706708398962689156
940,1706708398962792101
941,1706708398962899348
942,1706708398963042455
943,1706708398963155815
944,1706708398963269244
945,1706708398963382471
946,1706708398963545141
947,1706708398963691287
948,1706708398963820064
949,1706708398963907515
950,1706708398963988621
951,1706708398964069180
952,1706708398964168401
953,1706708398964263252
954,1706708398964358819
955,1706708398964451878
956,1706708398964546180
957,1706708398964639972
958,1706708398964733577
959,1706708398964826148
960,1706708398964931597
961,1706708398965064362
962,1706708398965168539
963,1706708398965274221
964,1706708398965377273
965,1706708398965479965
966,1706708398965584041
967,1706708398965686096
968,1706708398965789538
969,1706708398965892077
970,1706708398965988099
971,1706708398966087187
972,1706708398966189101
973,1706708398966285169
974,1706708398966379784
975,1706708398966477523
976,1706708398966578447
977,1706708398966674173
978,1706708398966768479
979,1706708398966867944
980,1706708398966970903
981,1706708398967066489
982,1706708398967166001
983,1706708398967269049
984,1706708398967370129
985,1706708398967466718
986,1706708398967567242
987,1706708398967670780
988,1706708398967774811
989,1706708398967875137
990,1706708398967972046
991,1706708398968065418
992,1706708398968160785
993,1706708398968261332
994,1706708398968358155
995,1706708398968456281
996,1706708398968557503
997,1706708398968652152
998,1706708398968745480
999,1706708398968836832
1000,1706708398968962579
1001,1706708398969049624
1002,1706708398969144919
1003,1706708398969243982
1004,1706708398969345697
1005,1706708398969445811
1006,1706708398969547534
1007,1706708398969646888
1008,1706708398969741341
1009,1706708398969839768
1010,1706708398969940441
1011,1706708398970035398
1012,1706708398970128180
1013,1706708398970225544
1014,1706708398970319405
1015,1706708398970411296
1016,1706708398970503449
1017,1706708398970601317
1018,1706708398970695511
1019,1706708398970787528
1020,1706708398970879816
1021,1706708398970976908
1022,1706708398971072402
1023,1706708398971164965
1024,1706708398971268819
1025,1706708398971363847
1026,1706708398971456495
1027,1706708398971548509
1028,1706708398971640267
1029,1706708398971749781
1030,1706708398971831321
1031,1706708398971914503
1032,1706708398972010439
1033,1706708398972135226
1034,1706708398972281543
1035,1706708398972406780
1036,1706708398972521618
1037,1706708398972642167
1038,1706708398972765167
1039,1706708398972879698
1040,1706708398973005440
1041,1706708398973124839
1042,1706708398973245469
1043,1706708398973379841
1044,1706708398973505729
1045,1706708398973625582
1046,1706708398973742198
1047,1706708398973857920
1048,1706708398973957437
1049,1706708398974116418
1050,1706708398974271502
1051,1706708398974412166
1052,1706708398974560786
1053,1706708398974704370
1054,1706708398974850878
1055,1706708398974994570
1056,1706708398975141602
1057,1706708398975287814
1058,1706708398975435018
1059,1706708398975582654
1060,1706708398975728481
1061,1706708398975876560
1062,1706708398976027038
1063,1706708398976163572
1064,1706708398976316516
1065,1706708398976458916
1066,1706708398976606570
1067,1706708398976750766
1068,1706708398976895482
1069,1706708398977059162
1070,1706708398977203412
1071,1706708398977350530
1072,1706708398977497821
1073,1706708398977644546
1074,1706708398977790745
1075,1706708398977935066
1076,1706708398978081354
1077,1706708398978224590
1078,1706708398978371749
1079,1706708398978515956
1080,1706708398978673937
1081,1706708398978796282
1082,1706708398978959026
1083,1706708398979095381
1084,1706708398979245110
1085,1706708398979428195
1086,1706708398979599757
1087,1706708398979742975
1088,1706708398979899858
1089,1706708398980041171
1090,1706708398980224176
1091,1706708398980377818
1092,1706708398980515687
1093,1706708398980634733
1094,1706708398980751152
1095,1706708398980872996
1096,1706708398981003465
1097,1706708398981116258
1098,1706708398981239406
1099,1706708398981360475
1100,1706708398981471062
1101,1706708398981595531
1102,1706708398981717183
1103,1706708398981827774
1104,1706708398981950244
1105,1706708398982074321
1106,1706708398982188188
1107,1706708398982311189
1108,1706708398982435038
1109,1706708398982547499
1110,1706708398982672307
1111,1706708398982795754
1112,1706708398982907440
1113,1706708398983031239
1114,1706708398983152663
1115,1706708398983264050
1116,1706708398983386883
1117,1706708398983508830
1118,1706708398983621528
1119,1706708398983744831
1120,1706708398983866355
1121,1706708398983976081
1122,1706708398984098216
1123,1706708398984219786
1124,1706708398984333277
1125,1706708398984455717
1126,1706708398984577735
1127,1706708398984689661
1128,1706708398984811176
1129,1706708398984939809
1130,1706708398985055042
1131,1706708398985179183
1132,1706708398985296613
1133,1706708398985420202
1134,1706708398985544696
1135,1706708398985654579
1136,1706708398985774735
1137,1706708398985895278
1138,1706708398986011292
1139,1706708398986134313
1140,1706708398986254039
1141,1706708398986373082
1142,1706708398986496928
1143,1706708398986617034
1144,1706708398986737814
1145,1706708398986859454
1146,1706708398986980481
1147,1706708398987103743
1148,1706708398987226078
1149,1706708398987337765
1150,1706708398987460489
1151,1706708398987582176
1152,1706708398987694604
1153,1706708398987818061
1154,1706708398987939995
1155,1706708398988053135
1156,1706708398988176631
1157,1706708398988298149
1158,1706708398988408666
1159,1706708398988529560
1160,1706708398988648849
1161,1706708398988760021
1162,1706708398988883088
1163,1706708398989016864
1164,1706708398989138493
1165,1706708398989299097
1166,1706708398989468799
1167,1706708398989626917
1168,1706708398989746274
1169,1706708398989864327
1170,1706708398989987513
1171,1706708398990109572
1172,1706708398990229102
1173,1706708398990353601
1174,1706708398990475073
1175,1706708398990587093
1176,1706708398990710603
1177,1706708398990831114
1178,1706708398990942507
1179,1706708398991066327
1180,1706708398991187961
1181,1706708398991299411
1182,1706708398991420734
1183,1706708398991542070
1184,1706708398991653871
1185,1706708398991775189
1186,1706708398991897211
1187,1706708398992009720
1188,1706708398992132871
1189,1706708398992255430
1190,1706708398992368731
1191,1706708398992492637
1192,1706708398992615134
1193,1706708398992725351
1194,1706708398992846647
1195,1706708398992976368
1196,1706708398993090204
1197,1706708398993212241
1198,1706708398993334700
1199,1706708398993445466
1200,1706708398993567248
1201,1706708398993689741
1202,1706708398993801922
1203,1706708398993923851
1204,1706708398994050088
1205,1706708398994161385
1206,1706708398994284105
1207,1706708398994406291
1208,1706708398994516878
1209,1706708398994638748
1210,1706708398994760444
1211,1706708398994872271
1212,1706708398994993873
1213,1706708398995115632
1214,1706708398995226187
1215,1706708398995350116
1216,1706708398995474581
1217,1706708398995613779
1218,1706708398995746088
1219,1706708398995873595
1220,1706708398996002693
1221,1706708398996153944
1222,1706708398996273861
1223,1706708398996392132
1224,1706708398996513368
1225,1706708398996633341
1226,1706708398996748263
1227,1706708398996865721
1228,1706708398997014445
1229,1706708398997130858
1230,1706708398997228548
1231,1706708398997300775
1232,1706708398997407778
1233,1706708398997566977
1234,1706708398997710238
1235,1706708398997860229
1236,1706708398998007457
1237,1706708398998156441
1238,1706708398998302384
1239,1706708398998448411
1240,1706708398998593336
1241,1706708398998738043
1242,1706708398998883779
1243,1706708398999026894
1244,1706708398999172540
1245,1706708398999316219
1246,1706708398999461456
1247,1706708398999605859
1248,1706708398999750774
1249,1706708398999895030
1250,1706708399000041801
1251,1706708399000187739
1252,1706708399000335375
1253,1706708399000483747
1254,1706708399000628402
1255,1706708399000775903
1256,1706708399000932259
1257,1706708399001107132
1258,1706708399001304292
1259,1706708399001484902
1260,1706708399001667371
1261,1706708399001849324
1262,1706708399002020859
1263,1706708399002164473
1264,1706708399002310146
1265,1706708399002454337
1266,1706708399002601096
1267,1706708399002744781
1268,1706708399002891339
1269,1706708399003033939
1270,1706708399003180659
1271,1706708399003323941
1272,1706708399003469187
1273,1706708399003615507
1274,1706708399003759744
1275,1706708399003906814
1276,1706708399004052610
1277,1706708399004199328
1278,1706708399004344182
1279,1706708399004488949
1280,1706708399004635813
1281,1706708399004780017
1282,1706708399004935905
1283,1706708399005133675
1284,1706708399005286339
1285,1706708399005461586
1286,1706708399005593357
1287,1706708399005744765
1288,1706708399005890349
1289,1706708399006056126
1290,1706708399006235247
1291,1706708399006356419
1292,1706708399006452253
1293,1706708399006581833
1294,1706708399006702946
1295,1706708399006797051
1296,1706708399006944683
1297,1706708399007068139
1298,1706708399007161553
1299,1706708399007288807
1300,1706708399007414021
1301,1706708399007504651
1302,1706708399007630040
1303,1706708399007755728
1304,1706708399007854100
1305,1706708399007972173
1306,1706708399008087655
1307,1706708399008182051
1308,1706708399008309251
1309,1706708399008428184
1310,1706708399008520953
1311,1706708399008645610
1312,1706708399008769213
1313,1706708399008860522
1314,1706708399008998492
1315,1706708399009117082
1316,1706708399009210873
1317,1706708399009337486
1318,1706708399009456528
1319,1706708399009549057
1320,1706708399009674495
1321,1706708399009799064
1322,1706708399009889487
1323,1706708399010015138
1324,1706708399010140580
1325,1706708399010230340
1326,1706708399010354286
1327,1706708399010478784
1328,1706708399010568462
1329,1706708399010692836
1330,1706708399010818805
1331,1706708399010909215
1332,1706708399011034467
1333,1706708399011156082
1334,1706708399011247461
1335,1706708399011373365
1336,1706708399011494857
1337,1706708399011587282
1338,1706708399011711382
1339,1706708399011832297
1340,1706708399011939036
1341,1706708399012084793
1342,1706708399012210958
1343,1706708399012345946
1344,1706708399012601679
1345,1706708399012987801
1346,1706708399013107032
1347,1706708399013237123
1348,1706708399013706173
1349,1706708399013904351
1350,1706708399014052949
1351,1706708399014202409
1352,1706708399014306757
1353,1706708399014456964
1354,1706708399014558912
1355,1706708399014710392
1356,1706708399014818549
1357,1706708399014965842
1358,1706708399015117207
1359,1706708399015224419
1360,1706708399015371498
1361,1706708399015523046
