Iteration,TS_Inotify
249,1706705854835281449
250,1706705854835510227
251,1706705854835741895
252,1706705854835972587
253,1706705854836203999
254,1706705854836427351
255,1706705854836641971
256,1706705854836858183
257,1706705854837091774
258,1706705854837327036
259,1706705854837557474
260,1706705854837789571
261,1706705854838021476
262,1706705854838255105
263,1706705854838488128
264,1706705854838720109
265,1706705854838953243
266,1706705854839184570
267,1706705854839416235
268,1706705854839649967
269,1706705854839884447
270,1706705854840118397
271,1706705854840351969
272,1706705854840586899
273,1706705854840820161
274,1706705854841062603
275,1706705854841297188
276,1706705854841529751
277,1706705854841762925
278,1706705854841995605
279,1706705854842227001
280,1706705854842460504
281,1706705854842691622
282,1706705854842922228
283,1706705854843153931
284,1706705854843384730
285,1706705854843616105
286,1706705854843847612
287,1706705854844078315
288,1706705854844309726
289,1706705854844542391
290,1706705854844774376
291,1706705854845016064
292,1706705854845256786
293,1706705854845483526
294,1706705854845773367
295,1706705854846070434
296,1706705854846331484
297,1706705854846653002
298,1706705854846897944
299,1706705854847130226
300,1706705854847360870
301,1706705854847594821
302,1706705854847835568
303,1706705854848056214
304,1706705854848278309
305,1706705854848495640
306,1706705854848712673
307,1706705854848951798
308,1706705854849153148
309,1706705854849378799
310,1706705854849634582
311,1706705854849961312
312,1706705854850455691
313,1706705854850752303
314,1706705854851177292
315,1706705854851488056
316,1706705854851863477
317,1706705854852150672
318,1706705854852437430
319,1706705854852723681
320,1706705854853047229
321,1706705854853471471
322,1706705854853813712
323,1706705854854179432
324,1706705854854597562
325,1706705854854905537
326,1706705854855148421
327,1706705854855372592
328,1706705854855594607
329,1706705854855835189
330,1706705854856075030
331,1706705854856297913
332,1706705854856526176
333,1706705854856744428
334,1706705854856982718
335,1706705854857199713
336,1706705854857414200
337,1706705854857626145
338,1706705854857838489
339,1706705854858051266
340,1706705854858263045
341,1706705854858473121
342,1706705854858684060
343,1706705854858895532
344,1706705854859106266
345,1706705854859317432
346,1706705854859527363
347,1706705854859740275
348,1706705854859952008
349,1706705854860162405
350,1706705854860373000
351,1706705854860584174
352,1706705854860795284
353,1706705854861032946
354,1706705854861248160
355,1706705854861461011
356,1706705854861673435
357,1706705854861884924
358,1706705854862098100
359,1706705854862309618
360,1706705854862521154
361,1706705854862731036
362,1706705854862942506
363,1706705854863154200
364,1706705854863363669
365,1706705854863573732
366,1706705854863785122
367,1706705854863995195
368,1706705854864205587
369,1706705854864416913
370,1706705854864627348
371,1706705854864838732
372,1706705854865082336
373,1706705854865298337
374,1706705854865510339
375,1706705854865721499
376,1706705854865932618
377,1706705854866142514
378,1706705854866353410
379,1706705854866565702
380,1706705854866775154
381,1706705854867019262
382,1706705854867231401
383,1706705854867443098
384,1706705854867655778
385,1706705854867876967
386,1706705854868098093
387,1706705854868308792
388,1706705854868521252
389,1706705854868732264
390,1706705854868970051
391,1706705854869186304
392,1706705854869397593
393,1706705854869610328
394,1706705854869822143
395,1706705854870034331
396,1706705854870249971
397,1706705854870463569
398,1706705854870676014
399,1706705854870888632
400,1706705854871100593
401,1706705854871311441
402,1706705854871521779
403,1706705854871733348
404,1706705854871944845
405,1706705854872156139
406,1706705854872366066
407,1706705854872577814
408,1706705854872788321
409,1706705854873029463
410,1706705854873242030
411,1706705854873452906
412,1706705854873664225
413,1706705854873875216
414,1706705854874085978
415,1706705854874297383
416,1706705854874504422
417,1706705854874716525
418,1706705854874926064
419,1706705854875137412
420,1706705854875348402
421,1706705854875559347
422,1706705854875769039
423,1706705854875979581
424,1706705854876191021
425,1706705854876401614
426,1706705854876611946
427,1706705854876822598
428,1706705854877075117
429,1706705854877289952
430,1706705854877504257
431,1706705854877714848
432,1706705854877926060
433,1706705854878136477
434,1706705854878346678
435,1706705854878557954
436,1706705854878768710
437,1706705854878978647
438,1706705854879188986
439,1706705854879399224
440,1706705854879609494
441,1706705854879820065
442,1706705854880030966
443,1706705854880241404
444,1706705854880451308
445,1706705854880662672
446,1706705854880873217
447,1706705854881121885
448,1706705854881339568
449,1706705854881553673
450,1706705854881766022
451,1706705854881978132
452,1706705854882189181
453,1706705854882401215
454,1706705854882612001
455,1706705854882821732
456,1706705854883031343
457,1706705854883264930
458,1706705854883497667
459,1706705854883731030
460,1706705854883970720
461,1706705854884206218
462,1706705854884437583
463,1706705854884654344
464,1706705854884871320
465,1706705854885139173
466,1706705854885405889
467,1706705854885634216
468,1706705854885869286
469,1706705854886104801
470,1706705854886338260
471,1706705854886573521
472,1706705854886801561
473,1706705854887020398
474,1706705854887237459
475,1706705854887454595
476,1706705854887677968
477,1706705854887910592
478,1706705854888188835
479,1706705854888413737
480,1706705854888646094
481,1706705854888871003
482,1706705854889149074
483,1706705854889420812
484,1706705854889647828
485,1706705854889880208
486,1706705854890113276
487,1706705854890346376
488,1706705854890577597
489,1706705854890810469
490,1706705854891043544
491,1706705854891275514
492,1706705854891506743
493,1706705854891739039
494,1706705854891964208
495,1706705854892211492
496,1706705854892437566
497,1706705854892669982
498,1706705854892895113
499,1706705854893148584
500,1706705854893361750
501,1706705854893573508
502,1706705854893785585
503,1706705854893995419
504,1706705854894205712
505,1706705854894417975
506,1706705854894629145
507,1706705854894840786
508,1706705854895052016
509,1706705854895301235
510,1706705854895514037
511,1706705854895727516
512,1706705854895944432
513,1706705854896155899
514,1706705854896368248
515,1706705854896579574
516,1706705854896791405
517,1706705854897031416
518,1706705854897315781
519,1706705854897547614
520,1706705854897759873
521,1706705854897973087
522,1706705854898185102
523,1706705854898401839
524,1706705854898614162
525,1706705854898845257
526,1706705854899056229
527,1706705854899267519
528,1706705854899479348
529,1706705854899691005
530,1706705854899902834
531,1706705854900114846
532,1706705854900325418
533,1706705854900535668
534,1706705854900747784
535,1706705854901012646
536,1706705854901242441
537,1706705854901468823
538,1706705854901683511
539,1706705854901897062
540,1706705854902108593
541,1706705854902321568
542,1706705854902532267
543,1706705854902742841
544,1706705854902953720
545,1706705854903163461
546,1706705854903373682
547,1706705854903584687
548,1706705854903794878
549,1706705854904004922
550,1706705854904215673
551,1706705854904441855
552,1706705854904805544
553,1706705854905056817
554,1706705854905276177
555,1706705854905492175
556,1706705854905706710
557,1706705854905919697
558,1706705854906130571
559,1706705854906343157
560,1706705854906555538
561,1706705854906768203
562,1706705854906979556
563,1706705854907191713
564,1706705854907403483
565,1706705854907614852
566,1706705854907824832
567,1706705854908036411
568,1706705854908248131
569,1706705854908458788
570,1706705854908669490
571,1706705854908881111
572,1706705854909120340
573,1706705854909331961
574,1706705854909543710
575,1706705854909754527
576,1706705854909965921
577,1706705854910176035
578,1706705854910386265
579,1706705854910599061
580,1706705854910808135
581,1706705854911019569
582,1706705854911230080
583,1706705854911478763
584,1706705854911740214
585,1706705854911958970
586,1706705854912173168
587,1706705854912391621
588,1706705854912604531
589,1706705854912816463
590,1706705854913058590
591,1706705854913273850
592,1706705854913487130
593,1706705854913716268
594,1706705854913928533
595,1706705854914141574
596,1706705854914353131
597,1706705854914563558
598,1706705854914774168
599,1706705854914985336
600,1706705854915195178
601,1706705854915406800
602,1706705854915618330
603,1706705854915829585
604,1706705854916039380
605,1706705854916250708
606,1706705854916461862
607,1706705854916670799
608,1706705854916881770
609,1706705854917132995
610,1706705854917346510
611,1706705854917559820
612,1706705854917772558
613,1706705854918006293
614,1706705854918219652
615,1706705854918432113
616,1706705854918643085
617,1706705854918853932
618,1706705854919063775
619,1706705854919273508
620,1706705854919484086
621,1706705854919772613
622,1706705854919995349
623,1706705854920211672
624,1706705854920424474
625,1706705854920637506
626,1706705854920849858
627,1706705854921095004
628,1706705854921308875
629,1706705854921522345
630,1706705854921736569
631,1706705854921948530
632,1706705854922160647
633,1706705854922369903
634,1706705854922581193
635,1706705854922792163
636,1706705854923002666
637,1706705854923214520
638,1706705854923424255
639,1706705854923634049
640,1706705854923843977
641,1706705854924055557
642,1706705854924266745
643,1706705854924476984
644,1706705854924685742
645,1706705854924894471
646,1706705854925138537
647,1706705854925351890
648,1706705854925562526
649,1706705854925773761
650,1706705854925984757
651,1706705854926200307
652,1706705854926411451
653,1706705854926623497
654,1706705854926833561
655,1706705854927044621
656,1706705854927255370
657,1706705854927466036
658,1706705854927676461
659,1706705854927888417
660,1706705854928100315
661,1706705854928311496
662,1706705854928522336
663,1706705854928732513
664,1706705854928970990
665,1706705854929184545
666,1706705854929394550
667,1706705854929605463
668,1706705854929815474
669,1706705854930026028
670,1706705854930235617
671,1706705854930446497
672,1706705854930657705
673,1706705854930874275
674,1706705854931084435
675,1706705854931296140
676,1706705854931506225
677,1706705854931717073
678,1706705854931928181
679,1706705854932138629
680,1706705854932348119
681,1706705854932558814
682,1706705854932768947
683,1706705854933012716
684,1706705854933226332
685,1706705854933439002
686,1706705854933650300
687,1706705854933862065
688,1706705854934072475
689,1706705854934283482
690,1706705854934493938
691,1706705854934727202
692,1706705854934937825
693,1706705854935148401
694,1706705854935359754
695,1706705854935570829
696,1706705854935781685
697,1706705854935992769
698,1706705854936203088
699,1706705854936413780
700,1706705854936624676
701,1706705854936837058
702,1706705854937078207
703,1706705854937293310
704,1706705854937505802
705,1706705854937717538
706,1706705854937928728
707,1706705854938140311
708,1706705854938350789
709,1706705854938563083
710,1706705854938774360
711,1706705854938985647
712,1706705854939196028
713,1706705854939407176
714,1706705854939617066
715,1706705854939832271
716,1706705854940045011
717,1706705854940257335
718,1706705854940468704
719,1706705854940681821
720,1706705854940892055
721,1706705854941135453
722,1706705854941349913
723,1706705854941564282
724,1706705854941775994
725,1706705854941989628
726,1706705854942202552
727,1706705854942416229
728,1706705854942628548
729,1706705854942840955
730,1706705854943052901
731,1706705854943265702
732,1706705854943476889
733,1706705854943688117
734,1706705854943899396
735,1706705854944111049
736,1706705854944323583
737,1706705854944533731
738,1706705854944743166
739,1706705854944984217
740,1706705854945198207
741,1706705854945410369
742,1706705854945622477
743,1706705854945832776
744,1706705854946042439
745,1706705854946254092
746,1706705854946463614
747,1706705854946674816
748,1706705854946884841
749,1706705854947095175
750,1706705854947306035
751,1706705854947516800
752,1706705854947724982
753,1706705854947934046
754,1706705854948187453
755,1706705854948403959
756,1706705854948616031
757,1706705854948830003
758,1706705854949084510
759,1706705854949301290
760,1706705854949515541
761,1706705854949728386
762,1706705854949940668
763,1706705854950152701
764,1706705854950364759
765,1706705854950578186
766,1706705854950789269
767,1706705854951001777
768,1706705854951223789
769,1706705854951445779
770,1706705854951656876
771,1706705854951866440
772,1706705854952077050
773,1706705854952287348
774,1706705854952497435
775,1706705854952709581
776,1706705854952952059
777,1706705854953159538
778,1706705854953370719
779,1706705854953583012
780,1706705854953794462
781,1706705854954005575
782,1706705854954215818
783,1706705854954427603
784,1706705854954639883
785,1706705854955050150
786,1706705854955392027
787,1706705854955840877
788,1706705854956289286
789,1706705854956730108
790,1706705854957233921
791,1706705854957700031
792,1706705854958053664
793,1706705854958314628
794,1706705854958526366
795,1706705854958742899
796,1706705854958957289
797,1706705854959170619
798,1706705854959387630
799,1706705854959599972
800,1706705854959812306
801,1706705854960024722
802,1706705854960236476
803,1706705854960447493
804,1706705854960658719
805,1706705854960870086
806,1706705854961106818
807,1706705854961319489
808,1706705854961530422
809,1706705854961741793
810,1706705854961952032
811,1706705854962164310
812,1706705854962373862
813,1706705854962583961
814,1706705854962794429
815,1706705854963024919
816,1706705854963252368
817,1706705854963482242
818,1706705854963711117
819,1706705854964014503
820,1706705854964246793
821,1706705854964480337
822,1706705854964710671
823,1706705854964993104
824,1706705854965226261
825,1706705854965457802
826,1706705854965687930
827,1706705854965918782
828,1706705854966148572
829,1706705854966379606
830,1706705854966609765
831,1706705854966841233
832,1706705854967069810
833,1706705854967299411
834,1706705854967528548
835,1706705854967759852
836,1706705854968012374
837,1706705854968243355
838,1706705854968472197
839,1706705854968702557
840,1706705854968974318
841,1706705854969211342
842,1706705854969442667
843,1706705854969674701
844,1706705854969906253
845,1706705854970137533
846,1706705854970369223
847,1706705854970601124
848,1706705854970831765
849,1706705854971063706
850,1706705854971294569
851,1706705854971525598
852,1706705854971755051
853,1706705854971986919
854,1706705854972216739
855,1706705854972447240
856,1706705854972677104
857,1706705854972928489
858,1706705854973210239
859,1706705854973550472
860,1706705854973804509
861,1706705854974059092
862,1706705854974311452
863,1706705854974565895
864,1706705854974816672
865,1706705854975199425
866,1706705854975494715
867,1706705854975788738
868,1706705854976070830
869,1706705854976403454
870,1706705854976722487
871,1706705854977056196
872,1706705854977410564
873,1706705854977742470
874,1706705854978072601
875,1706705854978407318
876,1706705854978783395
877,1706705854979091538
878,1706705854979411506
879,1706705854979712165
880,1706705854980001330
881,1706705854980302599
882,1706705854980630585
883,1706705854980932541
884,1706705854981248490
885,1706705854981547844
886,1706705854981865082
887,1706705854982165389
888,1706705854982461719
889,1706705854982784329
890,1706705854983117162
891,1706705854983448828
892,1706705854983778075
893,1706705854984084736
894,1706705854984383235
895,1706705854984708573
896,1706705854985032280
897,1706705854985358713
898,1706705854985656253
899,1706705854985961598
900,1706705854986296072
901,1706705854986611592
902,1706705854986925408
903,1706705854987241400
904,1706705854987571113
905,1706705854987903937
906,1706705854988229410
907,1706705854988528807
908,1706705854988843918
909,1706705854989175791
910,1706705854989509000
911,1706705854989815169
912,1706705854990114215
913,1706705854990413136
914,1706705854990736890
915,1706705854991069684
916,1706705854991479453
917,1706705854991889805
918,1706705854992235928
919,1706705854992584821
920,1706705854992947388
921,1706705854993316370
922,1706705854993675658
923,1706705854994033137
924,1706705854994390701
925,1706705854994750755
926,1706705854995152409
927,1706705854995579122
928,1706705854995942261
929,1706705854996333239
930,1706705854996722606
931,1706705854997125165
932,1706705854997517730
933,1706705854997906741
934,1706705854998308998
935,1706705854998670219
936,1706705854999037458
937,1706705854999399226
938,1706705854999765789
939,1706705855000133047
940,1706705855000497285
941,1706705855000860809
942,1706705855001282607
943,1706705855001662093
944,1706705855002041184
945,1706705855002426624
946,1706705855002812041
947,1706705855003198052
948,1706705855003583911
949,1706705855003969402
950,1706705855004352033
951,1706705855004730004
952,1706705855005103201
953,1706705855005441876
954,1706705855005779841
955,1706705855006118977
956,1706705855006456425
957,1706705855006795063
958,1706705855007133159
959,1706705855007469602
960,1706705855007806959
961,1706705855008146455
962,1706705855008482423
963,1706705855008820507
964,1706705855009184534
965,1706705855009523823
966,1706705855009864701
967,1706705855010203036
968,1706705855010539823
969,1706705855010878964
970,1706705855011216264
971,1706705855011554805
972,1706705855011891961
973,1706705855012230621
974,1706705855012567599
975,1706705855012904471
976,1706705855013223851
977,1706705855013459158
978,1706705855013684267
979,1706705855013926482
980,1706705855014158956
981,1706705855014390914
982,1706705855014621479
983,1706705855014854296
984,1706705855015071989
985,1706705855015289256
986,1706705855015507044
987,1706705855015722558
988,1706705855015939608
989,1706705855016157207
990,1706705855016373613
991,1706705855016590067
992,1706705855016806473
993,1706705855017041721
994,1706705855017263863
995,1706705855017483896
996,1706705855017702513
997,1706705855017919765
998,1706705855018135896
999,1706705855018353122
1000,1706705855018569401
1001,1706705855018787140
1002,1706705855019003888
1003,1706705855019219896
1004,1706705855019436996
1005,1706705855019654167
1006,1706705855019870750
1007,1706705855020088004
1008,1706705855020304635
1009,1706705855020520539
1010,1706705855020736626
1011,1706705855020972681
1012,1706705855021178040
1013,1706705855021394686
1014,1706705855021610670
1015,1706705855021826120
1016,1706705855022042467
1017,1706705855022261496
1018,1706705855022478562
1019,1706705855022696302
1020,1706705855022922536
1021,1706705855023142031
1022,1706705855023360068
1023,1706705855023578967
1024,1706705855023801023
1025,1706705855024012712
1026,1706705855024228775
1027,1706705855024445318
1028,1706705855024661433
1029,1706705855024877510
1030,1706705855025107058
1031,1706705855025327632
1032,1706705855025549125
1033,1706705855025760201
1034,1706705855025977527
1035,1706705855026192379
1036,1706705855026408026
1037,1706705855026624241
1038,1706705855026839576
1039,1706705855027057491
1040,1706705855027272864
1041,1706705855027487910
1042,1706705855027702492
1043,1706705855027918479
1044,1706705855028133801
1045,1706705855028349997
1046,1706705855028563909
1047,1706705855028777770
1048,1706705855028998876
1049,1706705855029215623
1050,1706705855029430362
1051,1706705855029645651
1052,1706705855029861354
1053,1706705855030076929
1054,1706705855030291305
1055,1706705855030507173
1056,1706705855030721331
1057,1706705855030936704
1058,1706705855031150942
1059,1706705855031365817
1060,1706705855031579828
1061,1706705855031795511
1062,1706705855032015343
1063,1706705855032226020
1064,1706705855032440948
1065,1706705855032655711
1066,1706705855032869935
1067,1706705855033100303
1068,1706705855033320150
1069,1706705855033536013
1070,1706705855033751529
1071,1706705855033966303
1072,1706705855034182209
1073,1706705855034398550
1074,1706705855034614314
1075,1706705855034829488
1076,1706705855035044808
1077,1706705855035260468
1078,1706705855035474972
1079,1706705855035691009
1080,1706705855035906552
1081,1706705855036121966
1082,1706705855036336302
1083,1706705855036556036
1084,1706705855036773719
1085,1706705855037004577
1086,1706705855037223241
1087,1706705855037440559
1088,1706705855037656912
1089,1706705855037873038
1090,1706705855038088589
1091,1706705855038303348
1092,1706705855038517883
1093,1706705855038732957
1094,1706705855038948546
1095,1706705855039164027
1096,1706705855039377910
1097,1706705855039592985
1098,1706705855039806747
1099,1706705855040021675
1100,1706705855040236967
1101,1706705855040451623
1102,1706705855040667644
1103,1706705855040882372
1104,1706705855041111576
1105,1706705855041331682
1106,1706705855041548588
1107,1706705855041765641
1108,1706705855041981657
1109,1706705855042197322
1110,1706705855042412997
1111,1706705855042629373
1112,1706705855042843063
1113,1706705855043056617
1114,1706705855043270687
1115,1706705855043484558
1116,1706705855043698975
1117,1706705855043913938
1118,1706705855044126799
1119,1706705855044341957
1120,1706705855044556480
1121,1706705855044771273
1122,1706705855044999400
1123,1706705855045217463
1124,1706705855045430864
1125,1706705855045646134
1126,1706705855045860608
1127,1706705855046075483
1128,1706705855046291446
1129,1706705855046507603
1130,1706705855046723306
1131,1706705855046939751
1132,1706705855047154625
1133,1706705855047369442
1134,1706705855047585453
1135,1706705855047800758
1136,1706705855048015811
1137,1706705855048230192
1138,1706705855048444540
1139,1706705855048660005
1140,1706705855048875834
1141,1706705855049107958
1142,1706705855049328097
1143,1706705855049545261
1144,1706705855049760986
1145,1706705855049977052
1146,1706705855050193246
1147,1706705855050412491
1148,1706705855050630188
1149,1706705855050846747
1150,1706705855051062959
1151,1706705855051280484
1152,1706705855051496279
1153,1706705855051711127
1154,1706705855051926225
1155,1706705855052141848
1156,1706705855052356680
1157,1706705855052572472
1158,1706705855052787846
1159,1706705855053015434
1160,1706705855053234449
1161,1706705855053450458
1162,1706705855053667411
1163,1706705855053882108
1164,1706705855054096848
1165,1706705855054313758
1166,1706705855054529244
1167,1706705855054743761
1168,1706705855054958750
1169,1706705855055174110
1170,1706705855055388626
1171,1706705855055602206
1172,1706705855055816023
1173,1706705855056031185
1174,1706705855056244644
1175,1706705855056459751
1176,1706705855056672245
1177,1706705855056887747
1178,1706705855057115642
1179,1706705855057332239
1180,1706705855057547042
1181,1706705855057763812
1182,1706705855057978008
1183,1706705855058191750
1184,1706705855058405618
1185,1706705855058620779
1186,1706705855058834212
1187,1706705855059047752
1188,1706705855059261704
1189,1706705855059475233
1190,1706705855059688821
1191,1706705855059902686
1192,1706705855060115886
1193,1706705855060330260
1194,1706705855060544821
1195,1706705855060760359
1196,1706705855060980589
1197,1706705855061196012
1198,1706705855061409820
1199,1706705855061626027
1200,1706705855061838314
1201,1706705855062052695
1202,1706705855062266850
1203,1706705855062479562
1204,1706705855062694713
1205,1706705855062908689
1206,1706705855063121866
1207,1706705855063335824
1208,1706705855063549413
1209,1706705855063764877
1210,1706705855063978458
1211,1706705855064193968
1212,1706705855064409151
1213,1706705855064624696
1214,1706705855064840312
1215,1706705855065070537
1216,1706705855065291379
1217,1706705855065509070
1218,1706705855065727219
1219,1706705855065946192
1220,1706705855066164904
1221,1706705855066381578
1222,1706705855066600177
1223,1706705855066817750
1224,1706705855067035086
1225,1706705855067253107
1226,1706705855067470701
1227,1706705855067686207
1228,1706705855067902619
1229,1706705855068118196
1230,1706705855068332692
1231,1706705855068548127
1232,1706705855068763236
1233,1706705855068990079
1234,1706705855069208414
1235,1706705855069423387
1236,1706705855069638988
1237,1706705855069853930
1238,1706705855070068999
1239,1706705855070283390
1240,1706705855070499318
1241,1706705855070714971
1242,1706705855070928563
1243,1706705855071144062
1244,1706705855071356771
1245,1706705855071569850
1246,1706705855071783513
1247,1706705855071999278
1248,1706705855072215408
1249,1706705855072431011
1250,1706705855072646664
1251,1706705855072861278
1252,1706705855073092501
1253,1706705855073313084
1254,1706705855073529584
1255,1706705855073746049
1256,1706705855073961167
1257,1706705855074175648
1258,1706705855074390449
1259,1706705855074605063
1260,1706705855074819674
1261,1706705855075032987
1262,1706705855075247168
1263,1706705855075461580
1264,1706705855075676894
1265,1706705855075889966
1266,1706705855076104103
1267,1706705855076319013
1268,1706705855076530783
1269,1706705855076743305
1270,1706705855076968928
1271,1706705855077186058
1272,1706705855077400217
1273,1706705855077615745
1274,1706705855077830432
1275,1706705855078046619
1276,1706705855078261036
1277,1706705855078476711
1278,1706705855078690486
1279,1706705855078905084
1280,1706705855079114575
1281,1706705855079327196
1282,1706705855079539674
1283,1706705855079778616
1284,1706705855080007246
1285,1706705855080226931
1286,1706705855080444555
1287,1706705855080729057
1288,1706705855081022464
1289,1706705855081277786
1290,1706705855081488577
1291,1706705855081724282
1292,1706705855081949921
1293,1706705855082163631
1294,1706705855082389083
1295,1706705855082597270
1296,1706705855082811828
1297,1706705855083033560
1298,1706705855083243018
1299,1706705855083462168
1300,1706705855083676693
1301,1706705855083890138
1302,1706705855084104398
1303,1706705855084324160
1304,1706705855084535451
1305,1706705855084750695
1306,1706705855085035838
1307,1706705855085340172
1308,1706705855085659744
1309,1706705855085951915
1310,1706705855086241188
1311,1706705855086532163
1312,1706705855086833203
1313,1706705855087125948
1314,1706705855087435489
1315,1706705855087714144
1316,1706705855088002422
1317,1706705855088292155
1318,1706705855088581541
1319,1706705855088873875
1320,1706705855089177416
1321,1706705855089470071
1322,1706705855089762524
1323,1706705855090056449
1324,1706705855090348782
1325,1706705855090642409
1326,1706705855090934532
1327,1706705855091226910
1328,1706705855091519158
1329,1706705855091809865
1330,1706705855092102009
1331,1706705855092393758
1332,1706705855092685299
1333,1706705855092998714
1334,1706705855093292514
1335,1706705855093591915
1336,1706705855093919723
1337,1706705855094240384
1338,1706705855094551969
1339,1706705855094844170
1340,1706705855095136602
1341,1706705855095460888
1342,1706705855095785470
1343,1706705855096104978
1344,1706705855096415641
1345,1706705855096708601
1346,1706705855097012150
1347,1706705855097306368
1348,1706705855097600663
1349,1706705855097893588
1350,1706705855098187175
1351,1706705855098484502
1352,1706705855098778077
1353,1706705855099069761
1354,1706705855099361251
1355,1706705855099652755
1356,1706705855099944085
1357,1706705855100235351
1358,1706705855100525459
1359,1706705855100815598
1360,1706705855101131620
1361,1706705855101435626
